Text;Face;Person;Objects;Background
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
0.0351510416666667;0;0;0;0.964848958333333
