FilePath, VideoName, SRate, Start, Stop, Duration
/Volumes/methlab_data/HBN/EEG-ET/NDARAK738BGC/NDARAK738BGC_Video1_Samples_ET.mat, Diary, 60, 4575328822, 4692723785, 117394963
/Volumes/methlab_data/HBN/EEG-ET/NDARAK738BGC/NDARAK738BGC_Video2_Samples_ET.mat, Fractals, 60, 3252645643, 3415636794, 162991151
/Volumes/methlab_data/HBN/EEG-ET/NDARAK738BGC/NDARAK738BGC_Video3_Samples_ET.mat, Despicable, 60, 4078928248, 4249469703, 170541455
/Volumes/methlab_data/HBN/EEG-ET/NDARAK738BGC/NDARAK738BGC_Video4_Samples_ET.mat, Present, 60, 5085294002, 5288362442, 203068440
/Volumes/methlab_data/HBN/EEG-ET/NDARAL828WXM/NDARAL828WXM_Video-DM_Samples_ET.mat, Despicable, 120, 4391286982, 4561834603, 170547621
/Volumes/methlab_data/HBN/EEG-ET/NDARAL828WXM/NDARAL828WXM_Video-FF_Samples_ET.mat, Fractals, 120, 2924716962, 3087703978, 162987016
/Volumes/methlab_data/HBN/EEG-ET/NDARAL828WXM/NDARAL828WXM_Video-TP_Samples_ET.mat, Present, 120, 5523101385, 5726167372, 203065987
/Volumes/methlab_data/HBN/EEG-ET/NDARAL828WXM/NDARAL828WXM_Video-WK_Samples_ET.mat, Diary, 120, 4824331228, 4941719165, 117387937
/Volumes/methlab_data/HBN/EEG-ET/NDARAL897CYV/NDARAL897CYV_Video-DM_Samples_ET.mat, Despicable, 30, 5256141606, 5426676887, 170535281
/Volumes/methlab_data/HBN/EEG-ET/NDARAL897CYV/NDARAL897CYV_Video-TP_Samples_ET.mat, Present, 30, 5777605353, 5980884727, 203279374
/Volumes/methlab_data/HBN/EEG-ET/NDARAL897CYV/NDARAL897CYV_Video-WK_Samples_ET.mat, Diary, 30, 4092916273, 4210306090, 117389817
/Volumes/methlab_data/HBN/EEG-ET/NDARAM048AFP/NDARAM048AFP_Video1_Samples_ET.mat, Diary, 120, 3356547377, 3473933698, 117386321
/Volumes/methlab_data/HBN/EEG-ET/NDARAM048AFP/NDARAM048AFP_Video2_Samples_ET.mat, Despicable, 120, 4383647053, 4554204698, 170557645
/Volumes/methlab_data/HBN/EEG-ET/NDARAM048AFP/NDARAM048AFP_Video3_Samples_ET.mat, Fractals, 120, 4874194061, 5037181287, 162987226
/Volumes/methlab_data/HBN/EEG-ET/NDARAM197GFY/NDARAM197GFY_Video-DM_Samples_ET.mat, Despicable, 60, 4913314167, 5083848824, 170534657
