IDs,Video,Resolution
NDARGB000CW8,/Volumes/methlab_data/HBN/EEG-ET/NDARGB000CW8/NDARGB000CW8_Video4_Samples_ET.mat,800600
NDARGB015CT3,/Volumes/methlab_data/HBN/EEG-ET/NDARGB015CT3/NDARGB015CT3_Video-DM_Samples_ET.mat,1440900
NDARGB015CT3,/Volumes/methlab_data/HBN/EEG-ET/NDARGB015CT3/NDARGB015CT3_Video-TP_Samples_ET.mat,1440900
NDARGB015CT3,/Volumes/methlab_data/HBN/EEG-ET/NDARGB015CT3/NDARGB015CT3_Video-WK_Samples_ET.mat,1440900
NDARGB040MGR,/Volumes/methlab_data/HBN/EEG-ET/NDARGB040MGR/NDARGB040MGR_Video1_Samples_ET.mat,800600
NDARGB040MGR,/Volumes/methlab_data/HBN/EEG-ET/NDARGB040MGR/NDARGB040MGR_Video3_Samples_ET.mat,800600
NDARGB060TAM,/Volumes/methlab_data/HBN/EEG-ET/NDARGB060TAM/NDARGB060TAM_Video-DM_Samples_ET.mat,1440900
NDARGB060TAM,/Volumes/methlab_data/HBN/EEG-ET/NDARGB060TAM/NDARGB060TAM_Video-TP_Samples_ET.mat,1440900
NDARGB060TAM,/Volumes/methlab_data/HBN/EEG-ET/NDARGB060TAM/NDARGB060TAM_Video-WK_Samples_ET.mat,1440900
NDARGB102NWJ,/Volumes/methlab_data/HBN/EEG-ET/NDARGB102NWJ/NDARGB102NWJ_Video1_Samples_ET.mat,800600
NDARGB102NWJ,/Volumes/methlab_data/HBN/EEG-ET/NDARGB102NWJ/NDARGB102NWJ_Video2_Samples_ET.mat,800600
NDARGB102NWJ,/Volumes/methlab_data/HBN/EEG-ET/NDARGB102NWJ/NDARGB102NWJ_Video3_Samples_ET.mat,800600
NDARGB102NWJ,/Volumes/methlab_data/HBN/EEG-ET/NDARGB102NWJ/NDARGB102NWJ_Video4_Samples_ET.mat,800600
NDARGB324PM1,/Volumes/methlab_data/HBN/EEG-ET/NDARGB324PM1/NDARGB324PM1_Video1_Samples_ET.mat,800600
NDARGB324PM1,/Volumes/methlab_data/HBN/EEG-ET/NDARGB324PM1/NDARGB324PM1_Video3_Samples_ET.mat,800600
NDARGB441VVD,/Volumes/methlab_data/HBN/EEG-ET/NDARGB441VVD/NDARGB441VVD_Video1_Samples_ET.mat,800600
NDARGB441VVD,/Volumes/methlab_data/HBN/EEG-ET/NDARGB441VVD/NDARGB441VVD_Video2_Samples_ET.mat,800600
NDARGB441VVD,/Volumes/methlab_data/HBN/EEG-ET/NDARGB441VVD/NDARGB441VVD_Video3_Samples_ET.mat,800600
NDARGB441VVD,/Volumes/methlab_data/HBN/EEG-ET/NDARGB441VVD/NDARGB441VVD_Video4_Samples_ET.mat,800600
NDARGB528CP8,/Volumes/methlab_data/HBN/EEG-ET/NDARGB528CP8/NDARGB528CP8_Video1_Samples_ET.mat,800600
NDARGB528CP8,/Volumes/methlab_data/HBN/EEG-ET/NDARGB528CP8/NDARGB528CP8_Video2_Samples_ET.mat,800600
NDARGB528CP8,/Volumes/methlab_data/HBN/EEG-ET/NDARGB528CP8/NDARGB528CP8_Video3_Samples_ET.mat,800600
NDARGB528CP8,/Volumes/methlab_data/HBN/EEG-ET/NDARGB528CP8/NDARGB528CP8_Video4_Samples_ET.mat,800600
NDARGB866MPN,/Volumes/methlab_data/HBN/EEG-ET/NDARGB866MPN/NDARGB866MPN_Video-DM_Samples_ET.mat,800600
NDARGB866MPN,/Volumes/methlab_data/HBN/EEG-ET/NDARGB866MPN/NDARGB866MPN_Video-FF_Samples_ET.mat,800600
NDARGB866MPN,/Volumes/methlab_data/HBN/EEG-ET/NDARGB866MPN/NDARGB866MPN_Video-WK_Samples_ET.mat,800600
NDARGB998HX3,/Volumes/methlab_data/HBN/EEG-ET/NDARGB998HX3/NDARGB998HX3_Video-DM_Samples_ET.mat,800600
NDARGB998HX3,/Volumes/methlab_data/HBN/EEG-ET/NDARGB998HX3/NDARGB998HX3_Video-FF_Samples_ET.mat,800600
NDARGB998HX3,/Volumes/methlab_data/HBN/EEG-ET/NDARGB998HX3/NDARGB998HX3_Video-TP_Samples_ET.mat,800600
NDARGB998HX3,/Volumes/methlab_data/HBN/EEG-ET/NDARGB998HX3/NDARGB998HX3_Video-WK_Samples_ET.mat,800600
NDARGC099LDZ,/Volumes/methlab_data/HBN/EEG-ET/NDARGC099LDZ/NDARGC099LDZ_Video-DM_Samples_ET.mat,800600
NDARGC099LDZ,/Volumes/methlab_data/HBN/EEG-ET/NDARGC099LDZ/NDARGC099LDZ_Video-FF_Samples_ET.mat,800600
NDARGC099LDZ,/Volumes/methlab_data/HBN/EEG-ET/NDARGC099LDZ/NDARGC099LDZ_Video-TP_Samples_ET.mat,800600
NDARGC099LDZ,/Volumes/methlab_data/HBN/EEG-ET/NDARGC099LDZ/NDARGC099LDZ_Video-WK_Samples_ET.mat,800600
NDARGC124PAW,/Volumes/methlab_data/HBN/EEG-ET/NDARGC124PAW/NDARGC124PAW_Video-DM_Samples_ET.mat,1440900
NDARGC124PAW,/Volumes/methlab_data/HBN/EEG-ET/NDARGC124PAW/NDARGC124PAW_Video-TP_Samples_ET.mat,1440900
NDARGC124PAW,/Volumes/methlab_data/HBN/EEG-ET/NDARGC124PAW/NDARGC124PAW_Video-WK_Samples_ET.mat,1440900
NDARGC157LYY,/Volumes/methlab_data/HBN/EEG-ET/NDARGC157LYY/NDARGC157LYY_Video-DM_Samples_ET.mat,1440900
NDARGC157LYY,/Volumes/methlab_data/HBN/EEG-ET/NDARGC157LYY/NDARGC157LYY_Video-TP_Samples_ET.mat,1440900
NDARGC157LYY,/Volumes/methlab_data/HBN/EEG-ET/NDARGC157LYY/NDARGC157LYY_Video-WK_Samples_ET.mat,1440900
NDARGC170UK2,/Volumes/methlab_data/HBN/EEG-ET/NDARGC170UK2/NDARGC170UK2_Video-DM_Samples_ET.mat,800600
NDARGC170UK2,/Volumes/methlab_data/HBN/EEG-ET/NDARGC170UK2/NDARGC170UK2_Video-FF_Samples_ET.mat,800600
NDARGC170UK2,/Volumes/methlab_data/HBN/EEG-ET/NDARGC170UK2/NDARGC170UK2_Video-TP_Samples_ET.mat,800600
NDARGC170UK2,/Volumes/methlab_data/HBN/EEG-ET/NDARGC170UK2/NDARGC170UK2_Video-WK_Samples_ET.mat,800600
NDARGC255BUN,/Volumes/methlab_data/HBN/EEG-ET/NDARGC255BUN/NDARGC255BUN_Video-DM_Samples_ET.mat,800600
NDARGC255BUN,/Volumes/methlab_data/HBN/EEG-ET/NDARGC255BUN/NDARGC255BUN_Video-FF_Samples_ET.mat,800600
NDARGC255BUN,/Volumes/methlab_data/HBN/EEG-ET/NDARGC255BUN/NDARGC255BUN_Video-TP_Samples_ET.mat,800600
NDARGC255BUN,/Volumes/methlab_data/HBN/EEG-ET/NDARGC255BUN/NDARGC255BUN_Video-WK_Samples_ET.mat,800600
NDARGC407NV7,/Volumes/methlab_data/HBN/EEG-ET/NDARGC407NV7/NDARGC407NV7_Video-TP_Samples_ET.mat,1440900
NDARGC407NV7,/Volumes/methlab_data/HBN/EEG-ET/NDARGC407NV7/NDARGC407NV7_Video-WK_Samples_ET.mat,1440900
NDARGC471KD1,/Volumes/methlab_data/HBN/EEG-ET/NDARGC471KD1/NDARGC471KD1_Video1_Samples_ET.mat,800600
NDARGC471KD1,/Volumes/methlab_data/HBN/EEG-ET/NDARGC471KD1/NDARGC471KD1_Video2_Samples_ET.mat,800600
NDARGC471KD1,/Volumes/methlab_data/HBN/EEG-ET/NDARGC471KD1/NDARGC471KD1_Video3_Samples_ET.mat,800600
NDARGC471KD1,/Volumes/methlab_data/HBN/EEG-ET/NDARGC471KD1/NDARGC471KD1_Video4_Samples_ET.mat,800600
NDARGC521HNP,/Volumes/methlab_data/HBN/EEG-ET/NDARGC521HNP/NDARGC521HNP_Video1_Samples_ET.mat,800600
NDARGC521HNP,/Volumes/methlab_data/HBN/EEG-ET/NDARGC521HNP/NDARGC521HNP_Video3_Samples_ET.mat,800600
NDARGC559LN8,/Volumes/methlab_data/HBN/EEG-ET/NDARGC559LN8/NDARGC559LN8_Video-DM_Samples_ET.mat,800600
NDARGC559LN8,/Volumes/methlab_data/HBN/EEG-ET/NDARGC559LN8/NDARGC559LN8_Video-FF_Samples_ET.mat,800600
NDARGC559LN8,/Volumes/methlab_data/HBN/EEG-ET/NDARGC559LN8/NDARGC559LN8_Video-TP_Samples_ET.mat,800600
NDARGC559LN8,/Volumes/methlab_data/HBN/EEG-ET/NDARGC559LN8/NDARGC559LN8_Video-WK_Samples_ET.mat,800600
NDARGD229DCJ,/Volumes/methlab_data/HBN/EEG-ET/NDARGD229DCJ/NDARGD229DCJ_Video-DM_Samples_ET.mat,1440900
NDARGD229DCJ,/Volumes/methlab_data/HBN/EEG-ET/NDARGD229DCJ/NDARGD229DCJ_Video-TP_Samples_ET.mat,1440900
NDARGD229DCJ,/Volumes/methlab_data/HBN/EEG-ET/NDARGD229DCJ/NDARGD229DCJ_Video-WK_Samples_ET.mat,1440900
NDARGD414HBX,/Volumes/methlab_data/HBN/EEG-ET/NDARGD414HBX/NDARGD414HBX_Video-DM_Samples_ET.mat,800600
NDARGD414HBX,/Volumes/methlab_data/HBN/EEG-ET/NDARGD414HBX/NDARGD414HBX_Video-FF_Samples_ET.mat,800600
NDARGD414HBX,/Volumes/methlab_data/HBN/EEG-ET/NDARGD414HBX/NDARGD414HBX_Video-TP_Samples_ET.mat,800600
NDARGD414HBX,/Volumes/methlab_data/HBN/EEG-ET/NDARGD414HBX/NDARGD414HBX_Video-WK_Samples_ET.mat,800600
NDARGD425PTN,/Volumes/methlab_data/HBN/EEG-ET/NDARGD425PTN/NDARGD425PTN_Video-DM_Samples_ET.mat,800600
NDARGD425PTN,/Volumes/methlab_data/HBN/EEG-ET/NDARGD425PTN/NDARGD425PTN_Video-FF_Samples_ET.mat,800600
NDARGD425PTN,/Volumes/methlab_data/HBN/EEG-ET/NDARGD425PTN/NDARGD425PTN_Video-WK_Samples_ET.mat,800600
NDARGD507TDZ,/Volumes/methlab_data/HBN/EEG-ET/NDARGD507TDZ/NDARGD507TDZ_Video1_Samples_ET.mat,800600
NDARGD507TDZ,/Volumes/methlab_data/HBN/EEG-ET/NDARGD507TDZ/NDARGD507TDZ_Video3_Samples_ET.mat,800600
NDARGE366WNC,/Volumes/methlab_data/HBN/EEG-ET/NDARGE366WNC/NDARGE366WNC_Video1_Samples_ET.mat,800600
NDARGE366WNC,/Volumes/methlab_data/HBN/EEG-ET/NDARGE366WNC/NDARGE366WNC_Video3_Samples_ET.mat,800600
NDARGE536BGD,/Volumes/methlab_data/HBN/EEG-ET/NDARGE536BGD/NDARGE536BGD_Video1_Samples_ET.mat,800600
NDARGE536BGD,/Volumes/methlab_data/HBN/EEG-ET/NDARGE536BGD/NDARGE536BGD_Video3_Samples_ET.mat,800600
NDARGE643MYU,/Volumes/methlab_data/HBN/EEG-ET/NDARGE643MYU/NDARGE643MYU_Video-DM_Samples_ET.mat,1440900
NDARGE643MYU,/Volumes/methlab_data/HBN/EEG-ET/NDARGE643MYU/NDARGE643MYU_Video-TP_Samples_ET.mat,1440900
NDARGE643MYU,/Volumes/methlab_data/HBN/EEG-ET/NDARGE643MYU/NDARGE643MYU_Video-WK_Samples_ET.mat,1440900
NDARGE946RCB,/Volumes/methlab_data/HBN/EEG-ET/NDARGE946RCB/NDARGE946RCB_Video1_Samples_ET.mat,800600
NDARGE946RCB,/Volumes/methlab_data/HBN/EEG-ET/NDARGE946RCB/NDARGE946RCB_Video3_Samples_ET.mat,800600
NDARGE994BMX,/Volumes/methlab_data/HBN/EEG-ET/NDARGE994BMX/NDARGE994BMX_Video1_Samples_ET.mat,800600
NDARGE994BMX,/Volumes/methlab_data/HBN/EEG-ET/NDARGE994BMX/NDARGE994BMX_Video2_Samples_ET.mat,800600
NDARGE994BMX,/Volumes/methlab_data/HBN/EEG-ET/NDARGE994BMX/NDARGE994BMX_Video3_Samples_ET.mat,800600
NDARGE994BMX,/Volumes/methlab_data/HBN/EEG-ET/NDARGE994BMX/NDARGE994BMX_Video4_Samples_ET.mat,800600
NDARGF367KVL,/Volumes/methlab_data/HBN/EEG-ET/NDARGF367KVL/NDARGF367KVL_Video1_Samples_ET.mat,800600
NDARGF367KVL,/Volumes/methlab_data/HBN/EEG-ET/NDARGF367KVL/NDARGF367KVL_Video3_Samples_ET.mat,800600
NDARGF445UFB,/Volumes/methlab_data/HBN/EEG-ET/NDARGF445UFB/NDARGF445UFB_Video1_Samples_ET.mat,800600
NDARGF445UFB,/Volumes/methlab_data/HBN/EEG-ET/NDARGF445UFB/NDARGF445UFB_Video2_Samples_ET.mat,800600
NDARGF445UFB,/Volumes/methlab_data/HBN/EEG-ET/NDARGF445UFB/NDARGF445UFB_Video3_Samples_ET.mat,800600
NDARGF445UFB,/Volumes/methlab_data/HBN/EEG-ET/NDARGF445UFB/NDARGF445UFB_Video4_Samples_ET.mat,800600
NDARGF543PM2,/Volumes/methlab_data/HBN/EEG-ET/NDARGF543PM2/NDARGF543PM2_Video1_Samples_ET.mat,800600
NDARGF543PM2,/Volumes/methlab_data/HBN/EEG-ET/NDARGF543PM2/NDARGF543PM2_Video2_Samples_ET.mat,800600
NDARGF543PM2,/Volumes/methlab_data/HBN/EEG-ET/NDARGF543PM2/NDARGF543PM2_Video3_Samples_ET.mat,800600
NDARGF543PM2,/Volumes/methlab_data/HBN/EEG-ET/NDARGF543PM2/NDARGF543PM2_Video4_Samples_ET.mat,800600
NDARGG058DYF,/Volumes/methlab_data/HBN/EEG-ET/NDARGG058DYF/NDARGG058DYF_Video-DM_Samples_ET.mat,1440900
NDARGG058DYF,/Volumes/methlab_data/HBN/EEG-ET/NDARGG058DYF/NDARGG058DYF_Video-TP_Samples_ET.mat,1440900
NDARGG058DYF,/Volumes/methlab_data/HBN/EEG-ET/NDARGG058DYF/NDARGG058DYF_Video-WK_Samples_ET.mat,1440900
NDARGG423UMK,/Volumes/methlab_data/HBN/EEG-ET/NDARGG423UMK/NDARGG423UMK_Video-DM_Samples_ET.mat,1440900
NDARGG423UMK,/Volumes/methlab_data/HBN/EEG-ET/NDARGG423UMK/NDARGG423UMK_Video-TP_Samples_ET.mat,1440900
NDARGG539YGN,/Volumes/methlab_data/HBN/EEG-ET/NDARGG539YGN/NDARGG539YGN_Video1_Samples_ET.mat,800600
NDARGG539YGN,/Volumes/methlab_data/HBN/EEG-ET/NDARGG539YGN/NDARGG539YGN_Video4_Samples_ET.mat,800600
NDARGH074MU6,/Volumes/methlab_data/HBN/EEG-ET/NDARGH074MU6/NDARGH074MU6_Video1_Samples_ET.mat,800600
NDARGH074MU6,/Volumes/methlab_data/HBN/EEG-ET/NDARGH074MU6/NDARGH074MU6_Video3_Samples_ET.mat,800600
NDARGH074MU6,/Volumes/methlab_data/HBN/EEG-ET/NDARGH074MU6/NDARGH074MU6_Video4_Samples_ET.mat,800600
NDARGH492CF1,/Volumes/methlab_data/HBN/EEG-ET/NDARGH492CF1/NDARGH492CF1_Video1_Samples_ET.mat,800600
NDARGH492CF1,/Volumes/methlab_data/HBN/EEG-ET/NDARGH492CF1/NDARGH492CF1_Video3_Samples_ET.mat,800600
NDARGH775KF5,/Volumes/methlab_data/HBN/EEG-ET/NDARGH775KF5/NDARGH775KF5_Video1_Samples_ET.mat,800600
NDARGH775KF5,/Volumes/methlab_data/HBN/EEG-ET/NDARGH775KF5/NDARGH775KF5_Video3_Samples_ET.mat,800600
NDARGH790CEF,/Volumes/methlab_data/HBN/EEG-ET/NDARGH790CEF/NDARGH790CEF_Video3_Samples_ET.mat,800600
NDARGJ392ACY,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ392ACY/NDARGJ392ACY_Video-DM_Samples_ET.mat,1440900
NDARGJ392ACY,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ392ACY/NDARGJ392ACY_Video-TP_Samples_ET.mat,1440900
NDARGJ392ACY,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ392ACY/NDARGJ392ACY_Video-WK_Samples_ET.mat,1440900
NDARGJ395FKP,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ395FKP/NDARGJ395FKP_Video1_Samples_ET.mat,800600
NDARGJ395FKP,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ395FKP/NDARGJ395FKP_Video3_Samples_ET.mat,800600
NDARGJ627BL2,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ627BL2/NDARGJ627BL2_Video1_Samples_ET.mat,800600
NDARGJ627BL2,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ627BL2/NDARGJ627BL2_Video2_Samples_ET.mat,800600
NDARGJ627BL2,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ627BL2/NDARGJ627BL2_Video3_Samples_ET.mat,800600
NDARGJ627BL2,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ627BL2/NDARGJ627BL2_Video4_Samples_ET.mat,800600
NDARGJ653MG2,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ653MG2/NDARGJ653MG2_Video-DM_Samples_ET.mat,1440900
NDARGJ653MG2,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ653MG2/NDARGJ653MG2_Video-TP_Samples_ET.mat,1440900
NDARGJ653MG2,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ653MG2/NDARGJ653MG2_Video-WK_Samples_ET.mat,1440900
NDARGJ761GA8,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ761GA8/NDARGJ761GA8_Video3_Samples_ET.mat,800600
NDARGJ878ZP4,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ878ZP4/NDARGJ878ZP4_Video1_Samples_ET.mat,800600
NDARGJ878ZP4,/Volumes/methlab_data/HBN/EEG-ET/NDARGJ878ZP4/NDARGJ878ZP4_Video3_Samples_ET.mat,800600
NDARGK254RYE,/Volumes/methlab_data/HBN/EEG-ET/NDARGK254RYE/NDARGK254RYE_Video-DM_Samples_ET.mat,800600
NDARGK254RYE,/Volumes/methlab_data/HBN/EEG-ET/NDARGK254RYE/NDARGK254RYE_Video-FF_Samples_ET.mat,800600
NDARGK254RYE,/Volumes/methlab_data/HBN/EEG-ET/NDARGK254RYE/NDARGK254RYE_Video-TP_Samples_ET.mat,800600
NDARGK254RYE,/Volumes/methlab_data/HBN/EEG-ET/NDARGK254RYE/NDARGK254RYE_Video-WK_Samples_ET.mat,800600
NDARGK442YHH,/Volumes/methlab_data/HBN/EEG-ET/NDARGK442YHH/NDARGK442YHH_Video-DM_Samples_ET.mat,800600
NDARGK442YHH,/Volumes/methlab_data/HBN/EEG-ET/NDARGK442YHH/NDARGK442YHH_Video-FF_Samples_ET.mat,800600
NDARGK442YHH,/Volumes/methlab_data/HBN/EEG-ET/NDARGK442YHH/NDARGK442YHH_Video-TP_Samples_ET.mat,800600
NDARGK442YHH,/Volumes/methlab_data/HBN/EEG-ET/NDARGK442YHH/NDARGK442YHH_Video-WK_Samples_ET.mat,800600
NDARGK608LJ8,/Volumes/methlab_data/HBN/EEG-ET/NDARGK608LJ8/NDARGK608LJ8_Video1_Samples_ET.mat,800600
NDARGK608LJ8,/Volumes/methlab_data/HBN/EEG-ET/NDARGK608LJ8/NDARGK608LJ8_Video3_Samples_ET.mat,800600
NDARGK608LJ8,/Volumes/methlab_data/HBN/EEG-ET/NDARGK608LJ8/NDARGK608LJ8_Video4_Samples_ET.mat,800600
NDARGK736HF4,/Volumes/methlab_data/HBN/EEG-ET/NDARGK736HF4/NDARGK736HF4_Video1_Samples_ET.mat,800600
NDARGK736HF4,/Volumes/methlab_data/HBN/EEG-ET/NDARGK736HF4/NDARGK736HF4_Video3_Samples_ET.mat,800600
NDARGK786DWR,/Volumes/methlab_data/HBN/EEG-ET/NDARGK786DWR/NDARGK786DWR_Video1_Samples_ET.mat,800600
NDARGK786DWR,/Volumes/methlab_data/HBN/EEG-ET/NDARGK786DWR/NDARGK786DWR_Video2_Samples_ET.mat,800600
NDARGK786DWR,/Volumes/methlab_data/HBN/EEG-ET/NDARGK786DWR/NDARGK786DWR_Video3_Samples_ET.mat,800600
NDARGK786DWR,/Volumes/methlab_data/HBN/EEG-ET/NDARGK786DWR/NDARGK786DWR_Video4_Samples_ET.mat,800600
NDARGK943RL3,/Volumes/methlab_data/HBN/EEG-ET/NDARGK943RL3/NDARGK943RL3_Video1_Samples_ET.mat,800600
NDARGK943RL3,/Volumes/methlab_data/HBN/EEG-ET/NDARGK943RL3/NDARGK943RL3_Video2_Samples_ET.mat,800600
NDARGK943RL3,/Volumes/methlab_data/HBN/EEG-ET/NDARGK943RL3/NDARGK943RL3_Video3_Samples_ET.mat,800600
NDARGK943RL3,/Volumes/methlab_data/HBN/EEG-ET/NDARGK943RL3/NDARGK943RL3_Video4_Samples_ET.mat,800600
NDARGL085RTW,/Volumes/methlab_data/HBN/EEG-ET/NDARGL085RTW/NDARGL085RTW_Video1_Samples_ET.mat,800600
NDARGL085RTW,/Volumes/methlab_data/HBN/EEG-ET/NDARGL085RTW/NDARGL085RTW_Video2_Samples_ET.mat,800600
NDARGL085RTW,/Volumes/methlab_data/HBN/EEG-ET/NDARGL085RTW/NDARGL085RTW_Video3_Samples_ET.mat,800600
NDARGL085RTW,/Volumes/methlab_data/HBN/EEG-ET/NDARGL085RTW/NDARGL085RTW_Video4_Samples_ET.mat,800600
NDARGL105JJ7,/Volumes/methlab_data/HBN/EEG-ET/NDARGL105JJ7/NDARGL105JJ7_Video1_Samples_ET.mat,800600
NDARGL105JJ7,/Volumes/methlab_data/HBN/EEG-ET/NDARGL105JJ7/NDARGL105JJ7_Video2_Samples_ET.mat,800600
NDARGL105JJ7,/Volumes/methlab_data/HBN/EEG-ET/NDARGL105JJ7/NDARGL105JJ7_Video3_Samples_ET.mat,800600
NDARGL105JJ7,/Volumes/methlab_data/HBN/EEG-ET/NDARGL105JJ7/NDARGL105JJ7_Video4_Samples_ET.mat,800600
NDARGL107GFK,/Volumes/methlab_data/HBN/EEG-ET/NDARGL107GFK/NDARGL107GFK_Video1_Samples_ET.mat,800600
NDARGL107GFK,/Volumes/methlab_data/HBN/EEG-ET/NDARGL107GFK/NDARGL107GFK_Video2_Samples_ET.mat,800600
NDARGL107GFK,/Volumes/methlab_data/HBN/EEG-ET/NDARGL107GFK/NDARGL107GFK_Video3_Samples_ET.mat,800600
NDARGL289TB8,/Volumes/methlab_data/HBN/EEG-ET/NDARGL289TB8/NDARGL289TB8_Video-DM_Samples_ET.mat,1440900
NDARGL289TB8,/Volumes/methlab_data/HBN/EEG-ET/NDARGL289TB8/NDARGL289TB8_Video-TP_Samples_ET.mat,1440900
NDARGL289TB8,/Volumes/methlab_data/HBN/EEG-ET/NDARGL289TB8/NDARGL289TB8_Video-WK_Samples_ET.mat,1440900
NDARGL359WZA,/Volumes/methlab_data/HBN/EEG-ET/NDARGL359WZA/NDARGL359WZA_Video1_Samples_ET.mat,800600
NDARGL359WZA,/Volumes/methlab_data/HBN/EEG-ET/NDARGL359WZA/NDARGL359WZA_Video2_Samples_ET.mat,800600
NDARGL359WZA,/Volumes/methlab_data/HBN/EEG-ET/NDARGL359WZA/NDARGL359WZA_Video3_Samples_ET.mat,800600
NDARGL359WZA,/Volumes/methlab_data/HBN/EEG-ET/NDARGL359WZA/NDARGL359WZA_Video4_Samples_ET.mat,800600
NDARGL800LDW,/Volumes/methlab_data/HBN/EEG-ET/NDARGL800LDW/NDARGL800LDW_Video1_Samples_ET.mat,800600
NDARGL800LDW,/Volumes/methlab_data/HBN/EEG-ET/NDARGL800LDW/NDARGL800LDW_Video3_Samples_ET.mat,800600
NDARGL834CMQ,/Volumes/methlab_data/HBN/EEG-ET/NDARGL834CMQ/NDARGL834CMQ_Video1_Samples_ET.mat,800600
NDARGL834CMQ,/Volumes/methlab_data/HBN/EEG-ET/NDARGL834CMQ/NDARGL834CMQ_Video3_Samples_ET.mat,800600
NDARGL936KTV,/Volumes/methlab_data/HBN/EEG-ET/NDARGL936KTV/NDARGL936KTV_Video1_Samples_ET.mat,800600
NDARGL936KTV,/Volumes/methlab_data/HBN/EEG-ET/NDARGL936KTV/NDARGL936KTV_Video2_Samples_ET.mat,800600
NDARGL936KTV,/Volumes/methlab_data/HBN/EEG-ET/NDARGL936KTV/NDARGL936KTV_Video3_Samples_ET.mat,800600
NDARGL936KTV,/Volumes/methlab_data/HBN/EEG-ET/NDARGL936KTV/NDARGL936KTV_Video4_Samples_ET.mat,800600
NDARGL963HU4,/Volumes/methlab_data/HBN/EEG-ET/NDARGL963HU4/NDARGL963HU4_Video1_Samples_ET.mat,800600
NDARGL963HU4,/Volumes/methlab_data/HBN/EEG-ET/NDARGL963HU4/NDARGL963HU4_Video3_Samples_ET.mat,800600
NDARGM240YJM,/Volumes/methlab_data/HBN/EEG-ET/NDARGM240YJM/NDARGM240YJM_Video-DM_Samples_ET.mat,1440900
NDARGM240YJM,/Volumes/methlab_data/HBN/EEG-ET/NDARGM240YJM/NDARGM240YJM_Video-TP_Samples_ET.mat,1440900
NDARGM240YJM,/Volumes/methlab_data/HBN/EEG-ET/NDARGM240YJM/NDARGM240YJM_Video-WK_Samples_ET.mat,1440900
NDARGM258RZU,/Volumes/methlab_data/HBN/EEG-ET/NDARGM258RZU/NDARGM258RZU_Video-DM_Samples_ET.mat,1440900
NDARGM258RZU,/Volumes/methlab_data/HBN/EEG-ET/NDARGM258RZU/NDARGM258RZU_Video-TP_Samples_ET.mat,1440900
NDARGM258RZU,/Volumes/methlab_data/HBN/EEG-ET/NDARGM258RZU/NDARGM258RZU_Video-WK_Samples_ET.mat,1440900
NDARGM269AVQ,/Volumes/methlab_data/HBN/EEG-ET/NDARGM269AVQ/NDARGM269AVQ_Video-WK_Samples_ET.mat,800600
NDARGM421YWQ,/Volumes/methlab_data/HBN/EEG-ET/NDARGM421YWQ/NDARGM421YWQ_Video-DM_Samples_ET.mat,1440900
NDARGM421YWQ,/Volumes/methlab_data/HBN/EEG-ET/NDARGM421YWQ/NDARGM421YWQ_Video-TP_Samples_ET.mat,1440900
NDARGM421YWQ,/Volumes/methlab_data/HBN/EEG-ET/NDARGM421YWQ/NDARGM421YWQ_Video-WK_Samples_ET.mat,1440900
NDARGM439FZD,/Volumes/methlab_data/HBN/EEG-ET/NDARGM439FZD/NDARGM439FZD_Video-DM_Samples_ET.mat,800600
NDARGM439FZD,/Volumes/methlab_data/HBN/EEG-ET/NDARGM439FZD/NDARGM439FZD_Video-FF_Samples_ET.mat,800600
NDARGM439FZD,/Volumes/methlab_data/HBN/EEG-ET/NDARGM439FZD/NDARGM439FZD_Video-TP_Samples_ET.mat,800600
NDARGM439FZD,/Volumes/methlab_data/HBN/EEG-ET/NDARGM439FZD/NDARGM439FZD_Video-WK_Samples_ET.mat,800600
NDARGM498YFL,/Volumes/methlab_data/HBN/EEG-ET/NDARGM498YFL/NDARGM498YFL_Video1_Samples_ET.mat,800600
NDARGM498YFL,/Volumes/methlab_data/HBN/EEG-ET/NDARGM498YFL/NDARGM498YFL_Video3_Samples_ET.mat,800600
NDARGM540EV8,/Volumes/methlab_data/HBN/EEG-ET/NDARGM540EV8/NDARGM540EV8_Video1_Samples_ET.mat,800600
NDARGM540EV8,/Volumes/methlab_data/HBN/EEG-ET/NDARGM540EV8/NDARGM540EV8_Video3_Samples_ET.mat,800600
NDARGM616DJC,/Volumes/methlab_data/HBN/EEG-ET/NDARGM616DJC/NDARGM616DJC_Video-DM_Samples_ET.mat,800600
NDARGM616DJC,/Volumes/methlab_data/HBN/EEG-ET/NDARGM616DJC/NDARGM616DJC_Video-FF_Samples_ET.mat,800600
